activite_association,id,nom_beneficiaire,Nature subv.,objet,"N°
DCM",annee_vote,montant,"Conv°
Lettre engagement",siret, Nature , Modalités de paiement ,Technique & Recherche,Architecture & urbanisme,Social,Education & formation,Culture & Arts,Humanitaire,Communication & média,Environnement & écologie,Aides aux associations,Sport,Santé,Relations internationales,Idée & opinion,Loisirs,Déplacements et transports,Tourisme,Mémoire,Défense des droits et des intérêts,Economie,Emploi,Précarité & Exclusion,Vie et animation locale
Culture & Arts,465.0,CHOEUR LES CHOREGIENS CA465!,Fonctionnement,,V2018-508,19/12/2018,2000,En attente réception,40160879900011.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,465.0,CHOEUR LES CHOREGIENS CA465!,Projet,MICRO FESTIVAL,V2018-508,19/12/2018,500,En attente réception,40160879900011.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,467.0,LE RELAIS - MAISON DES ENFANTS DANS LA VILLE CA467!,Fonctionnement,,V2018-486,19/12/2018,30000,En attente réception,38851142000019.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,473.0,LE BAO CA473!,Fonctionnement,,V2018-508,19/12/2018,1000,En attente réception,49107017300068.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,474.0,ASSOCIATION LA GERBE CA474!,Fonctionnement,,V2018-483,19/12/2018,11000,En attente réception,77606109500019.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,491.0,SON E RESSON OCCITAN CA491!,Fonctionnement,,V2018-508,19/12/2018,8000,En attente réception,39971818800028.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,497.0,ASSOCIATION ANIM'FRIMOUSSES CA497!,Fonctionnement,,V2018-498,19/12/2018,300,Reçue,75399149600021.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,500.0,CERCLE OCCITAN DE MONTPELLIER CA500!,Fonctionnement,,V2018-508,19/12/2018,1200,En attente réception,40391778400031.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,515.0,AVF MONTPELLIER (ACCUEIL DES VILLES FRANCAISES MONTPELLIER) CA515!,Fonctionnement,,V2018-483,19/12/2018,1400,En attente réception,33468670600022.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,532.0,ATHOME CA532!,Projet,LA RESISTIBLE ASCENSION D ARTURO ,V2018-508,19/12/2018,2500,En attente réception,49247830000030.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,547.0,VOCALYS CA547!,Fonctionnement,,V2018-508,19/12/2018,500,En attente réception,75198240600017.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humanitaire,548.0,EURO-GRECE FRANCE CA548!,Fonctionnement,,V2018-513,19/12/2018,700,En attente réception,75383838200012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humanitaire,548.0,EURO-GRECE FRANCE CA548!,Projet,FETE NATIONALE ,V2018-513,19/12/2018,1000,En attente réception,75383838200012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,551.0,OFFICE CENTRAL DE LA COOPERATION A L'ECOLE DE L'HERAULT CA551!,Fonctionnement,,V2018-486,19/12/2018,2000,En attente réception,39037408000039.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,565.0,CARRE MENTHE CA565!,Fonctionnement,,V2018-508,19/12/2018,800,En attente réception,40472415500043.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,577.0,MALBOSC PETANQUE CA577!,Fonctionnement,,V2018-488,19/12/2018,900,En attente réception,79018147300014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Santé,578.0,AVENIR SANTE CA578!,Projet,LOS ANGELS DE LA NUECH,V2018-510,19/12/2018,12000,En attente réception,42082922800014.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Santé,578.0,AVENIR SANTE CA578!,Projet,PREVENTION EN MILIEUX FESTIFS JEUNES MONTPELLIÉRAINS,V2018-510,19/12/2018,4000,En attente réception,42082922800014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Social/Défense des droits et des intérêts,582.0,SURDI 34 DEFICIENTS AUDITIFS CA582!,Projet,PROJET DE FORMATION BAFA,V2018-495,19/12/2018,500,En attente réception,50448915400022.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Social/Social,618.0,LA CLE DES CHANTS CA618!,Fonctionnement,,V2018-495,19/12/2018,500,En attente réception,80475784700012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Education & formation,625.0,ECLAIREURS ET ECLAIREUSES DE FRANCE CA625!,Fonctionnement,,V2018-489,19/12/2018,2800,En attente réception,77567559800871.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Education & formation,633.0,SCOUTS ET GUIDES DE FRANCE CA633!,Fonctionnement,,V2018-489,19/12/2018,2800,En attente réception,77568202400010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,642.0,FEDERATION DES CONSEILS DE PARENTS D'ELEVES DE L'HERAULT CA642!,Fonctionnement,,V2018-486,19/12/2018,5500,En attente réception,77606112900057.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,666.0,SECOURS CATHOLIQUE CA666!,Fonctionnement,,V2018-493,19/12/2018,21000,En attente réception,77566669600015.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santé,674.0,SOS AMITIES MONTPELLIER LANGUEDOC CA674!,Fonctionnement,,V2018-510,19/12/2018,1200,En attente réception,42992106700022.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Humanitaire,680.0,ASSOCIATION FRANCE PALESTINE SOLIDARITE CA680!,Fonctionnement,,V2018-513,19/12/2018,700,En attente réception,50813938300014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,686.0,TRISOMIE 21 HERAULT - GROUPE D'ETUDE ET D'INSERTION SOCIALE DE PERSONNES TRISOMIQUES 21 CA686!,Fonctionnement,,V2018-486,19/12/2018,2000,En attente réception,33195241600013.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Défense des droits et des intérêts,696.0,COMITE DE LIAISON ET DE COORDINATION DES ASSOCIATIONS DE PERSONNES HANDICAPEES ET MALADES CHRONIQUES CA696!,Fonctionnement,HANDICAP,V2018-495,19/12/2018,10000,En attente réception,39257874600035.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Social/Défense des droits et des intérêts,697.0,APSH 34 - ASSOCIATION POUR PERSONNES EN SITUATION DE HANDICAP CA697!,Fonctionnement,,V2018-495,19/12/2018,6000,En attente réception,31971357400113.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Social/Défense des droits et des intérêts,699.0,FEDERATION DES AVEUGLES ET AMBLYOPES DE FRANCE - LANGUEDOC ROUSSILLON CA699!,Projet,ACCESSIBILITE,V2018-495,19/12/2018,700,En attente réception,35209443700030.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Social/Défense des droits et des intérêts,699.0,FEDERATION DES AVEUGLES ET AMBLYOPES DE FRANCE - LANGUEDOC ROUSSILLON CA699!,Projet,ACCEUIL DES AINES,V2018-495,19/12/2018,700,En attente réception,35209443700030.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sport/Sport,702.0,MONTPELLIER BEACH VOLLEY CA702!,Projet,MONTPELLIER BEACH MASTERS WORLD TOUR,V2018-488,19/12/2018,4600,En attente réception,49439474500025.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Social/Défense des droits et des intérêts,705.0,ASSOCIATION GENERALE DES SOURDS DE MONTPELLIER CA705!,Projet,110 AND DE L'ÉCHO MAGAZINE,V2018-495,19/12/2018,500,En attente réception,38886895200036.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sport/Sport,769.0,MONTPELLIER BADMINTON CLUB CA769!,Fonctionnement,,V2018-488,19/12/2018,1000,En attente réception,44766876500046.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,769.0,MONTPELLIER BADMINTON CLUB CA769!,Projet,PARTENARIAT SPORT,V2018-488,19/12/2018,2000,En attente réception,44766876500046.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,771.0,CHAMP LIBRE CA771!,Projet,FESTIVAL DES ARCHITECTURES VIVES,V2018-508,19/12/2018,7000,En attente réception,49277421100014.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,783.0,CENTRE COMMUNAUTAIRE ET CULTUREL JUIF CA783!,Fonctionnement,,V2018-508,19/12/2018,31000,En attente réception,37975893100024.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,788.0,MONTPELLIER PAILLADE NATATION CA788!,Fonctionnement,,V2018-488,19/12/2018,2900,En attente réception,38391279700024.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,826.0,MONTPELLIER UNIVERSITE CLUB JUDO  CA826!,Fonctionnement,,V2018-488,19/12/2018,1900,En attente réception,39491046700023.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,842.0,SPELEO CLUB ALPIN LANGUEDOCIEN CA842!,Projet,MONTPELLIER SPORT- DÉCOUVERTE SPELEOGIE,V2018-488,19/12/2018,1500,En attente réception,40083979100011.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,845.0,MUC AVIRON UNIVERSITE CLUB CA845!,Fonctionnement,,V2018-488,19/12/2018,500,En attente réception,34455393800020.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,864.0,MONTPELLIER MEDITERRANEE METROPOLE CANOE KAYAK UC CA864!,Fonctionnement,,V2018-488,19/12/2018,2400,En attente réception,33879558600019.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,864.0,MONTPELLIER MEDITERRANEE METROPOLE CANOE KAYAK UC CA864!,Projet,STAGE DÉCOUVERTE KAYAK - PLEIN AIR,V2018-488,19/12/2018,2500,En attente réception,33879558600019.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,867.0,CELLANOVA.ORG CA867!,Projet,BIENNALE ISI- LAB,V2018-508,19/12/2018,3000,En attente réception,45136673600010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,878.0,MUC CYCLOTOURISME CA878!,Fonctionnement,,V2018-488,19/12/2018,900,En attente réception,43916143100028.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,897.0,SOCIETE DE TIR DE MONTPELLIER CA897!,Fonctionnement,,V2018-488,19/12/2018,1700,En attente réception,44754809000011.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,907.0,MUC TRAMPOLINE CA907!,Fonctionnement,,V2018-488,19/12/2018,1200,En attente réception,45173081600027.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,914.0,ASSOCIATION SPORTS ET LOISIRS JEUNES MONTPELLIER CROIX D'ARGENT VOLLEY CA914!,Fonctionnement,,V2018-488,19/12/2018,32000,En attente réception,41836400600027.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,914.0,ASSOCIATION SPORTS ET LOISIRS JEUNES MONTPELLIER CROIX D'ARGENT VOLLEY CA914!,Projet,VOLLEY VACANCES ET REPORTER SPORTIF CAMÉRAMAN ,V2018-488,19/12/2018,3000,En attente réception,41836400600027.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,917.0,MONTPELLIER VOLLEY-BALL UNIVERSITE CLUB (M.V.U.C) CA917!,Fonctionnement,,V2018-488,19/12/2018,13000,En attente réception,30031766600034.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,919.0,MUC ESCRIME CA919!,Fonctionnement,,V2018-488,19/12/2018,17500,En attente réception,35393011800024.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,919.0,MUC ESCRIME CA919!,Projet,STAGES MONTPELLIER SPORT,V2018-488,19/12/2018,1700,En attente réception,35393011800024.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,926.0,MUC OMNISPORTS CA926!,Fonctionnement,,V2018-488,19/12/2018,17000,En attente réception,38820857100025.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,928.0,MUC FOOTBALL CA928!,Fonctionnement,,V2018-488,19/12/2018,8700,En attente réception,42189116900029.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,928.0,MUC FOOTBALL CA928!,Projet,TA TÊTE ET LES JAMBES,V2018-488,19/12/2018,2000,En attente réception,42189116900029.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Humanitaire,931.0,A.S. SAINT MARTIN CA931!,Projet,ACCUEIL DES VILLES JUMELÉES LORS DU 53IÈME TOURNOI INTERNATIONAL DE PÂQUES,V2018-513,19/12/2018,6500,En attente réception,40266389200014.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,931.0,A.S. SAINT MARTIN CA931!,Fonctionnement,,V2018-488,19/12/2018,10600,En attente réception,40266389200014.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,931.0,A.S. SAINT MARTIN CA931!,Projet,53IÈME TOURNOI INTERNATIONAL DE PÂQUES,V2018-488,19/12/2018,6000,En attente réception,40266389200014.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,931.0,A.S. SAINT MARTIN CA931!,Projet,STAGES DE FOOTBALL POUR LES JEUNES DE QUARTIER DE MONTPELLIER,V2018-488,19/12/2018,2500,En attente réception,40266389200014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,948.0,COMITE DE QUARTIER ROCAMBALE OUEST. CA948!,Fonctionnement,,V2018-483,19/12/2018,500,En attente réception,75386780300011.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
