Thématique,N°Asso.,Nom association,Nature subv.,Titre du projet,"N°
DCM","DCM
Date", Accordé ,"Conv°
Lettre engagement",SIRET, Nature , Modalités de paiement 
SOCIAL / HANDICAP,697,APSH 34 - ASSOCIATION POUR PERSONNES EN SITUATION DE HANDICAP CA697!,Fonctionnement,,V2018-495,19/12/2018,"6,000 €",En attente réception,31971357400113,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
SOCIAL / HANDICAP,699,FEDERATION DES AVEUGLES ET AMBLYOPES DE FRANCE - LANGUEDOC ROUSSILLON CA699!,Projet,ACCESSIBILITE,V2018-495,19/12/2018,700 €,En attente réception,35209443700030,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SOCIAL / HANDICAP,699,FEDERATION DES AVEUGLES ET AMBLYOPES DE FRANCE - LANGUEDOC ROUSSILLON CA699!,Projet,ACCEUIL DES AINES,V2018-495,19/12/2018,700 €,En attente réception,35209443700030,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,702,MONTPELLIER BEACH VOLLEY CA702!,Projet,MONTPELLIER BEACH MASTERS WORLD TOUR,V2018-488,19/12/2018,"4,600 €",En attente réception,49439474500025,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SOCIAL / HANDICAP,705,ASSOCIATION GENERALE DES SOURDS DE MONTPELLIER CA705!,Projet,110 AND DE L'ÉCHO MAGAZINE,V2018-495,19/12/2018,500 €,En attente réception,38886895200036,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,769,MONTPELLIER BADMINTON CLUB CA769!,Fonctionnement,,V2018-488,19/12/2018,"1,000 €",En attente réception,44766876500046,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
PARTENARIATS SPORT,769,MONTPELLIER BADMINTON CLUB CA769!,Projet,PARTENARIAT SPORT,V2018-488,19/12/2018,"2,000 €",En attente réception,44766876500046,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,771,CHAMP LIBRE CA771!,Projet,FESTIVAL DES ARCHITECTURES VIVES,V2018-508,19/12/2018,"7,000 €",En attente réception,49277421100014,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
CULTURE,783,CENTRE COMMUNAUTAIRE ET CULTUREL JUIF CA783!,Fonctionnement,,V2018-508,19/12/2018,"31,000 €",En attente réception,37975893100024,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
JEUNESSE & SPORT / SPORTS,788,MONTPELLIER PAILLADE NATATION CA788!,Fonctionnement,,V2018-488,19/12/2018,"2,900 €",En attente réception,38391279700024,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,826,MONTPELLIER UNIVERSITE CLUB JUDO  CA826!,Fonctionnement,,V2018-488,19/12/2018,"1,900 €",En attente réception,39491046700023,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
PARTENARIATS SPORT,842,SPELEO CLUB ALPIN LANGUEDOCIEN CA842!,Projet,MONTPELLIER SPORT- DÉCOUVERTE SPELEOGIE,V2018-488,19/12/2018,"1,500 €",En attente réception,40083979100011,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,845,MUC AVIRON UNIVERSITE CLUB CA845!,Fonctionnement,,V2018-488,19/12/2018,500 €,En attente réception,34455393800020,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,864,MONTPELLIER MEDITERRANEE METROPOLE CANOE KAYAK UC CA864!,Fonctionnement,,V2018-488,19/12/2018,"2,400 €",En attente réception,33879558600019,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
PARTENARIATS SPORT,864,MONTPELLIER MEDITERRANEE METROPOLE CANOE KAYAK UC CA864!,Projet,STAGE DÉCOUVERTE KAYAK - PLEIN AIR,V2018-488,19/12/2018,"2,500 €",En attente réception,33879558600019,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,867,CELLANOVA.ORG CA867!,Projet,BIENNALE ISI- LAB,V2018-508,19/12/2018,"3,000 €",En attente réception,45136673600010,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,878,MUC CYCLOTOURISME CA878!,Fonctionnement,,V2018-488,19/12/2018,900 €,En attente réception,43916143100028,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,897,SOCIETE DE TIR DE MONTPELLIER CA897!,Fonctionnement,,V2018-488,19/12/2018,"1,700 €",En attente réception,44754809000011,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,907,MUC TRAMPOLINE CA907!,Fonctionnement,,V2018-488,19/12/2018,"1,200 €",En attente réception,45173081600027,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,914,ASSOCIATION SPORTS ET LOISIRS JEUNES MONTPELLIER CROIX D'ARGENT VOLLEY CA914!,Fonctionnement,,V2018-488,19/12/2018,"32,000 €",En attente réception,41836400600027,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
PARTENARIATS SPORT,914,ASSOCIATION SPORTS ET LOISIRS JEUNES MONTPELLIER CROIX D'ARGENT VOLLEY CA914!,Projet,VOLLEY VACANCES ET REPORTER SPORTIF CAMÉRAMAN ,V2018-488,19/12/2018,"3,000 €",En attente réception,41836400600027,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,917,MONTPELLIER VOLLEY-BALL UNIVERSITE CLUB (M.V.U.C) CA917!,Fonctionnement,,V2018-488,19/12/2018,"13,000 €",En attente réception,30031766600034,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
JEUNESSE & SPORT / SPORTS,919,MUC ESCRIME CA919!,Fonctionnement,,V2018-488,19/12/2018,"17,500 €",En attente réception,35393011800024,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
PARTENARIATS SPORT,919,MUC ESCRIME CA919!,Projet,STAGES MONTPELLIER SPORT,V2018-488,19/12/2018,"1,700 €",En attente réception,35393011800024,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,926,MUC OMNISPORTS CA926!,Fonctionnement,,V2018-488,19/12/2018,"17,000 €",En attente réception,38820857100025,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
JEUNESSE & SPORT / SPORTS,928,MUC FOOTBALL CA928!,Fonctionnement,,V2018-488,19/12/2018,"8,700 €",En attente réception,42189116900029,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
PARTENARIATS SPORT,928,MUC FOOTBALL CA928!,Projet,TA TÊTE ET LES JAMBES,V2018-488,19/12/2018,"2,000 €",En attente réception,42189116900029,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
INTERNATIONAL,931,A.S. SAINT MARTIN CA931!,Projet,ACCUEIL DES VILLES JUMELÉES LORS DU 53IÈME TOURNOI INTERNATIONAL DE PÂQUES,V2018-513,19/12/2018,"6,500 €",En attente réception,40266389200014,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
JEUNESSE & SPORT / SPORTS,931,A.S. SAINT MARTIN CA931!,Fonctionnement,,V2018-488,19/12/2018,"10,600 €",En attente réception,40266389200014,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
JEUNESSE & SPORT / SPORTS,931,A.S. SAINT MARTIN CA931!,Projet,53IÈME TOURNOI INTERNATIONAL DE PÂQUES,V2018-488,19/12/2018,"6,000 €",En attente réception,40266389200014,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
PARTENARIATS SPORT,931,A.S. SAINT MARTIN CA931!,Projet,STAGES DE FOOTBALL POUR LES JEUNES DE QUARTIER DE MONTPELLIER,V2018-488,19/12/2018,"2,500 €",En attente réception,40266389200014,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,948,COMITE DE QUARTIER ROCAMBALE OUEST. CA948!,Fonctionnement,,V2018-483,19/12/2018, 500 € ,En attente réception,75386780300011,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,963,CEP MONTPELLIER GYM CA963!,Fonctionnement,,V2018-488,19/12/2018,"19,500 €",En attente réception,38340162700013,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
PARTENARIATS SPORT,963,CEP MONTPELLIER GYM CA963!,Projet,STAGE MONTPELLIER SPORT,V2018-488,19/12/2018,"2,500 €",En attente réception,38340162700013,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,967,MUC HANDBALL CA967!,Fonctionnement,,V2018-488,19/12/2018,"21,000 €",En attente réception,39256941400015,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
JEUNESSE & SPORT / SPORTS,971,CLAPAS PETANQUE BOULISTE  CA971!,Fonctionnement,,V2018-488,19/12/2018,400 €,En attente réception,78868618600016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,978,ENTENTE SPORTIVE BOULISTE DE MONTPELLIER CA978!,Fonctionnement,,V2018-488,19/12/2018,"1,500 €",En attente réception,77603643600025,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,978,ENTENTE SPORTIVE BOULISTE DE MONTPELLIER CA978!,Projet,33 EME GRAND PRIX BOULISTE DE LA VILLE DE MONTPELLIER,V2018-488,19/12/2018,"4,200 €",En attente réception,77603643600025,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,984,MONTPELLIER PETANQUE SAINT MARTIN MPSM CA984!,Fonctionnement,,V2018-488,19/12/2018,"2,200 €",En attente réception,40156375400019,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,985,AMICALE BOULES LA PAILLADE CA985!,Fonctionnement,,V2018-488,19/12/2018,500 €,En attente réception,75326667500010,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
INTERNATIONAL,987,"ASSOCIATION DES BENINOIS DE MONTPELLIER "" ABEM-METOWANOU"" CA987!",Fonctionnement,,V2018-513,19/12/2018,300 €,En attente réception,81295043400017,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SOCIAL / HANDICAP,1058,ASSOCIATION DES PARALYSES DE FRANCE CA1058!,Fonctionnement,FONCTIONNEMENT,V2018-495,19/12/2018,"10,000 €",En attente réception,77568873206266,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
SOCIAL / HANDICAP,1058,ASSOCIATION DES PARALYSES DE FRANCE CA1058!,Projet,APFNITY,V2018-495,19/12/2018,"2,000 €",En attente réception,77568873206266,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SOCIAL / AIDE ALIMENTAIRE,1068,SECOURS POPULAIRE FRANCAIS MONTPELLIER SPF 34 CA1068!,Fonctionnement,,V2018-493,19/12/2018,"41,000 €",En attente réception,77606072500095,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
CULTURE,1071,UNIVERSITE PAUL VALERY MONTPELLIER III - THEATRE LA VIGNETTE CA1071!,Fonctionnement,,V2018-508,19/12/2018,"9,000 €",En attente réception,19341089100017,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
INTERNATIONAL,1073,FRANCE ISRAEL - ALLIANCE GENERAL KOENIG CA1073!,Fonctionnement,,V2018-513,19/12/2018,700 €,En attente réception,53855243100016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
INTERNATIONAL,1073,FRANCE ISRAEL - ALLIANCE GENERAL KOENIG CA1073!,Projet,FESTIVAL DU FILM ISRAELIEN,V2018-513,19/12/2018,500 €,En attente réception,53855243100016,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,1104,MONTPELLIER HERAULT SPORT CLUB CA1104!,Fonctionnement,,V2018-488,19/12/2018,"9,500 €",En attente réception,31369109900029,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
SOCIAL / HANDICAP,1108,ASSOCIATION VALENTIN HAUY AVH CA1108!,Projet,DÉVELOPPEMENT DU CLUB INFORMATIQUE,V2018-495,19/12/2018,"1,000 €",En attente réception,77566654800018,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,1110,ASSOCIATION ODETTE LOUISE CA1110!,Fonctionnement,,V2018-508,19/12/2018,"1,000 €",En attente réception,49844748100025,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,1110,ASSOCIATION ODETTE LOUISE CA1110!,Projet,RECTO VERSO,V2018-508,19/12/2018,"1,000 €",En attente réception,49844748100025,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
REUSSITE EDUCATIVE,1110,ASSOCIATION ODETTE LOUISE CA1110!,Projet,INTERVENTIONS ARTISTIQUES,V2018-486,19/12/2018,"1,000 €",En attente réception,49844748100025,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / JEUNESSE VIE ETUDIANTE,1111,ASSO MONTPELLIERAINE DES ETUDIANTS SAGES-FEMMES CA1111!,Projet,FINANCEMENT DE NAVETTES POUR LE GALA DES ÉTUDIANTS SAGES-FEMMES 2019,V2018-489,19/12/2018,500 €,En attente réception,93509265000024,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
